ID,Time,Count,Temperature,Humidity
0,2025-05-15T21:56:39.723Z,6008,25.72,63.82
1,2025-05-15T21:56:43.519Z,6008,26.45,64.62
0,2025-05-15T21:56:59.717Z,6009,25.73,63.97
1,2025-05-15T21:57:03.534Z,6009,26.47,64.56
0,2025-05-15T21:57:19.754Z,6010,25.73,64.9
1,2025-05-15T21:57:23.597Z,6010,26.45,64.50
0,2025-05-15T21:57:39.753Z,6011,25.73,63.85
1,2025-05-15T21:57:43.503Z,6011,26.47,64.41
0,2025-05-15T21:57:59.745Z,6012,25.73,63.85
1,2025-05-15T21:58:03.499Z,6012,26.47,64.32
0,2025-05-15T21:58:19.737Z,6013,25.72,63.88
1,2025-05-15T21:58:23.532Z,6013,26.45,64.12
0,2025-05-15T21:58:39.759Z,6014,25.73,64.12
1,2025-05-15T21:58:43.514Z,6014,26.47,64.15
0,2025-05-15T21:58:59.751Z,6015,25.73,64.0
1,2025-05-15T21:59:03.490Z,6015,26.48,64.3
0,2025-05-15T21:59:19.742Z,6016,25.72,64.44
1,2025-05-15T21:59:23.609Z,6016,26.48,63.94
0,2025-05-15T21:59:39.726Z,6017,25.73,64.12
1,2025-05-15T21:59:43.517Z,6017,26.48,63.85
0,2025-05-15T21:59:59.735Z,6018,25.73,63.94
1,2025-05-15T22:00:03.490Z,6018,26.47,63.85
0,2025-05-15T22:00:19.740Z,6019,25.72,63.91
1,2025-05-15T22:00:23.507Z,6019,26.50,63.79
0,2025-05-15T22:00:39.712Z,6020,25.72,63.82
1,2025-05-15T22:00:43.609Z,6020,26.50,63.79
0,2025-05-15T22:00:59.734Z,6021,25.72,63.88
1,2025-05-15T22:01:03.529Z,6021,26.50,63.70
0,2025-05-15T22:01:19.717Z,6022,25.73,63.85
1,2025-05-15T22:01:23.488Z,6022,26.50,63.70
0,2025-05-15T22:01:39.723Z,6023,25.73,63.94
1,2025-05-15T22:01:43.531Z,6023,26.48,63.67
0,2025-05-15T22:01:59.716Z,6024,25.73,63.73
1,2025-05-15T22:02:03.487Z,6024,26.48,63.58
0,2025-05-15T22:02:19.738Z,6025,25.73,64.6
1,2025-05-15T22:02:23.520Z,6025,26.50,63.73
0,2025-05-15T22:02:39.727Z,6026,25.73,63.73
1,2025-05-15T22:02:43.496Z,6026,26.51,63.55
0,2025-05-15T22:02:59.711Z,6027,25.76,63.85
1,2025-05-15T22:03:03.503Z,6027,26.50,63.43
0,2025-05-15T22:03:19.710Z,6028,25.73,63.76
1,2025-05-15T22:03:23.520Z,6028,26.51,63.31
0,2025-05-15T22:03:39.710Z,6029,25.73,63.64
1,2025-05-15T22:03:43.512Z,6029,26.51,63.22
0,2025-05-15T22:03:59.736Z,6030,25.73,63.52
1,2025-05-15T22:04:03.528Z,6030,26.51,63.31
0,2025-05-15T22:04:19.740Z,6031,25.73,63.46
1,2025-05-15T22:04:23.492Z,6031,26.51,63.28
0,2025-05-15T22:04:39.720Z,6032,25.73,63.37
1,2025-05-15T22:04:43.488Z,6032,26.51,63.28
0,2025-05-15T22:04:59.719Z,6033,25.73,63.28
1,2025-05-15T22:05:03.484Z,6033,26.51,63.22
0,2025-05-15T22:05:19.708Z,6034,25.73,63.22
1,2025-05-15T22:05:23.502Z,6034,26.51,63.28
0,2025-05-15T22:05:39.734Z,6035,25.73,63.19
1,2025-05-15T22:05:43.525Z,6035,26.51,63.31
0,2025-05-15T22:05:59.707Z,6036,25.73,63.22
1,2025-05-15T22:06:03.525Z,6036,26.52,63.28
0,2025-05-15T22:06:19.748Z,6037,25.73,63.28
1,2025-05-15T22:06:23.525Z,6037,26.51,63.22
0,2025-05-15T22:06:39.748Z,6038,25.73,63.14
1,2025-05-15T22:06:43.640Z,6038,26.52,63.14
0,2025-05-15T22:06:59.706Z,6039,25.73,63.8
1,2025-05-15T22:07:03.492Z,6039,26.52,63.17
0,2025-05-15T22:07:19.747Z,6040,25.73,63.2
1,2025-05-15T22:07:23.624Z,6040,26.54,63.17
0,2025-05-15T22:07:39.731Z,6041,25.72,63.8
1,2025-05-15T22:07:43.515Z,6041,26.55,63.8
0,2025-05-15T22:07:59.738Z,6042,25.73,63.2
1,2025-05-15T22:08:03.491Z,6042,26.55,63.14
0,2025-05-15T22:08:19.737Z,6043,25.73,62.96
1,2025-05-15T22:08:23.552Z,6043,26.55,63.11
0,2025-05-15T22:08:39.737Z,6044,25.73,62.87
1,2025-05-15T22:08:43.498Z,6044,26.55,63.11
0,2025-05-15T22:08:59.736Z,6045,25.73,62.87
1,2025-05-15T22:09:03.496Z,6045,26.55,63.11
0,2025-05-15T22:09:19.728Z,6046,25.73,62.78
1,2025-05-15T22:09:23.505Z,6046,26.55,63.8
0,2025-05-15T22:09:39.736Z,6047,25.73,62.78
1,2025-05-15T22:09:43.512Z,6047,26.56,62.99
0,2025-05-15T22:09:59.713Z,6048,25.73,62.72
1,2025-05-15T22:10:03.496Z,6048,26.55,62.90
0,2025-05-15T22:10:19.736Z,6049,25.73,62.72
1,2025-05-15T22:10:23.480Z,6049,26.58,62.87
0,2025-05-15T22:10:39.719Z,6050,25.73,62.90
1,2025-05-15T22:10:43.488Z,6050,26.56,62.81
0,2025-05-15T22:10:59.742Z,6051,25.73,62.75
1,2025-05-15T22:11:03.518Z,6051,26.56,62.81
0,2025-05-15T22:11:19.711Z,6052,25.72,62.81
1,2025-05-15T22:11:23.479Z,6052,26.56,62.72
0,2025-05-15T22:11:39.726Z,6053,25.72,62.75
1,2025-05-15T22:11:43.476Z,6053,26.58,62.72
0,2025-05-15T22:11:59.733Z,6054,25.72,63.8
1,2025-05-15T22:12:03.493Z,6054,26.58,62.75
0,2025-05-15T22:12:19.732Z,6055,25.73,62.99
1,2025-05-15T22:12:23.485Z,6055,26.58,62.54
0,2025-05-15T22:12:39.739Z,6056,25.73,62.87
1,2025-05-15T22:12:43.507Z,6056,26.58,62.51
0,2025-05-15T22:12:59.730Z,6057,25.72,62.69
1,2025-05-15T22:13:03.562Z,6057,26.59,62.42
0,2025-05-15T22:13:19.731Z,6058,25.72,62.72
1,2025-05-15T22:13:23.476Z,6058,26.58,62.39
0,2025-05-15T22:13:40.081Z,6059,25.72,62.78
1,2025-05-15T22:13:43.491Z,6059,26.58,62.30
0,2025-05-15T22:13:59.713Z,6060,25.72,62.60
1,2025-05-15T22:14:03.483Z,6060,26.58,62.27
0,2025-05-15T22:14:19.697Z,6061,25.72,62.54
1,2025-05-15T22:14:23.472Z,6061,26.58,62.30
0,2025-05-15T22:14:39.736Z,6062,25.72,62.63
1,2025-05-15T22:14:43.470Z,6062,26.58,62.33
0,2025-05-15T22:14:59.711Z,6063,25.72,62.48
1,2025-05-15T22:15:03.481Z,6063,26.58,62.36
0,2025-05-15T22:15:19.719Z,6064,25.72,62.72
1,2025-05-15T22:15:23.488Z,6064,26.58,62.42
0,2025-05-15T22:15:39.734Z,6065,25.72,62.81
1,2025-05-15T22:15:43.487Z,6065,26.56,62.42
0,2025-05-15T22:15:59.717Z,6066,25.72,62.69
1,2025-05-15T22:16:03.487Z,6066,26.58,62.42
0,2025-05-15T22:16:19.691Z,6067,25.73,62.33
1,2025-05-15T22:16:23.502Z,6067,26.59,62.36
0,2025-05-15T22:16:39.715Z,6068,25.70,62.39
1,2025-05-15T22:16:43.510Z,6068,26.61,62.18
0,2025-05-15T22:16:59.716Z,6069,25.72,62.54
1,2025-05-15T22:17:03.467Z,6069,26.58,62.6
0,2025-05-15T22:17:19.692Z,6070,25.70,62.39
1,2025-05-15T22:17:23.485Z,6070,26.58,62.12
0,2025-05-15T22:17:39.730Z,6071,25.70,62.48
1,2025-05-15T22:17:43.468Z,6071,26.59,62.0
0,2025-05-15T22:17:59.698Z,6072,25.69,62.84
1,2025-05-15T22:18:03.476Z,6072,26.59,61.91
0,2025-05-15T22:18:19.691Z,6073,25.70,63.49
1,2025-05-15T22:18:23.475Z,6073,26.59,61.85
0,2025-05-15T22:18:39.690Z,6074,25.69,63.17
1,2025-05-15T22:18:43.467Z,6074,26.58,61.85
0,2025-05-15T22:18:59.729Z,6075,25.69,62.96
1,2025-05-15T22:19:03.474Z,6075,26.59,61.94
0,2025-05-15T22:19:19.728Z,6076,25.68,63.34
1,2025-05-15T22:19:23.505Z,6076,26.61,62.6
0,2025-05-15T22:19:39.711Z,6077,25.66,63.14
1,2025-05-15T22:19:43.481Z,6077,26.59,61.94
0,2025-05-15T22:19:59.719Z,6078,25.68,63.5
1,2025-05-15T22:20:03.496Z,6078,26.61,61.94
0,2025-05-15T22:20:19.750Z,6079,25.68,63.28
1,2025-05-15T22:20:23.496Z,6079,26.62,61.79
0,2025-05-15T22:20:39.726Z,6080,25.68,63.5
1,2025-05-15T22:20:43.503Z,6080,26.62,61.67
0,2025-05-15T22:20:59.693Z,6081,25.68,63.25
1,2025-05-15T22:21:03.541Z,6081,26.62,61.70
0,2025-05-15T22:21:19.693Z,6082,25.66,63.11
1,2025-05-15T22:21:23.487Z,6082,26.62,61.73
0,2025-05-15T22:21:39.700Z,6083,25.68,62.90
1,2025-05-15T22:21:43.487Z,6083,26.61,61.85
0,2025-05-15T22:21:59.684Z,6084,25.69,62.96
1,2025-05-15T22:22:03.477Z,6084,26.59,61.91
0,2025-05-15T22:22:19.715Z,6085,25.69,62.81
1,2025-05-15T22:22:23.462Z,6085,26.61,61.88
0,2025-05-15T22:22:39.680Z,6086,25.69,62.57
1,2025-05-15T22:22:43.459Z,6086,26.61,61.82
0,2025-05-15T22:22:59.683Z,6087,25.69,62.60
1,2025-05-15T22:23:03.476Z,6087,26.63,61.70
0,2025-05-15T22:23:19.713Z,6088,25.69,62.57
1,2025-05-15T22:23:23.484Z,6088,26.62,61.73
0,2025-05-15T22:23:39.705Z,6089,25.70,62.60
1,2025-05-15T22:23:43.476Z,6089,26.62,61.70
0,2025-05-15T22:23:59.690Z,6090,25.70,62.63
1,2025-05-15T22:24:03.468Z,6090,26.62,61.55
0,2025-05-15T22:24:19.716Z,6091,25.70,62.57
1,2025-05-15T22:24:23.499Z,6091,26.63,61.55
0,2025-05-15T22:24:39.695Z,6092,25.70,62.57
1,2025-05-15T22:24:43.466Z,6092,26.62,61.55
0,2025-05-15T22:24:59.688Z,6093,25.69,62.63
1,2025-05-15T22:25:03.482Z,6093,26.63,61.55
0,2025-05-15T22:25:19.704Z,6094,25.70,62.45
1,2025-05-15T22:25:23.473Z,6094,26.63,61.58
0,2025-05-15T22:25:39.675Z,6095,25.72,62.45
1,2025-05-15T22:25:43.458Z,6095,26.65,61.52
0,2025-05-15T22:25:59.694Z,6096,25.70,62.45
1,2025-05-15T22:26:03.457Z,6096,26.63,61.46
0,2025-05-15T22:26:19.698Z,6097,25.72,62.30
1,2025-05-15T22:26:23.457Z,6097,26.65,61.37
0,2025-05-15T22:26:39.677Z,6098,25.70,62.24
1,2025-05-15T22:26:43.456Z,6098,26.63,61.34
0,2025-05-15T22:26:59.674Z,6099,25.70,62.39
1,2025-05-15T22:27:03.476Z,6099,26.63,61.46
0,2025-05-15T22:27:19.675Z,6100,25.70,62.36
1,2025-05-15T22:27:23.471Z,6100,26.62,61.37
0,2025-05-15T22:27:39.672Z,6101,25.70,62.27
1,2025-05-15T22:27:43.491Z,6101,26.63,61.34
0,2025-05-15T22:27:59.706Z,6102,25.70,62.18
1,2025-05-15T22:28:03.461Z,6102,26.65,61.34
0,2025-05-15T22:28:19.674Z,6103,25.69,62.27
1,2025-05-15T22:28:23.476Z,6103,26.63,61.31
0,2025-05-15T22:28:39.706Z,6104,25.72,62.24
1,2025-05-15T22:28:43.492Z,6104,26.65,61.28
0,2025-05-15T22:28:59.713Z,6105,25.69,62.21
1,2025-05-15T22:29:03.452Z,6105,26.63,61.28
0,2025-05-15T22:29:19.670Z,6106,25.70,62.24
1,2025-05-15T22:29:23.453Z,6106,26.63,61.25
0,2025-05-15T22:29:39.704Z,6107,25.70,62.30
1,2025-05-15T22:29:43.475Z,6107,26.63,61.19
0,2025-05-15T22:29:59.696Z,6108,25.70,62.39
1,2025-05-15T22:30:03.491Z,6108,26.65,61.13
0,2025-05-15T22:30:19.671Z,6109,25.72,62.42
1,2025-05-15T22:30:23.489Z,6109,26.65,61.10
0,2025-05-15T22:30:39.706Z,6110,25.72,62.12
1,2025-05-15T22:30:43.482Z,6110,26.65,61.7
0,2025-05-15T22:30:59.708Z,6111,25.70,61.85
1,2025-05-15T22:31:03.489Z,6111,26.66,61.4
0,2025-05-15T22:31:19.667Z,6112,25.69,61.85
1,2025-05-15T22:31:23.481Z,6112,26.65,61.4
0,2025-05-15T22:31:39.692Z,6113,25.69,62.3
1,2025-05-15T22:31:43.458Z,6113,26.65,61.1
0,2025-05-15T22:31:59.690Z,6114,25.72,61.94
1,2025-05-15T22:32:03.482Z,6114,26.65,61.1
0,2025-05-15T22:32:19.675Z,6115,25.69,62.0
1,2025-05-15T22:32:23.462Z,6115,26.66,61.1
0,2025-05-15T22:32:39.667Z,6116,25.70,61.97
1,2025-05-15T22:32:43.454Z,6116,26.66,61.1
0,2025-05-15T22:32:59.668Z,6117,25.70,62.48
1,2025-05-15T22:33:03.448Z,6117,26.66,60.97
0,2025-05-15T22:33:19.698Z,6118,25.73,62.96
1,2025-05-15T22:33:23.445Z,6118,26.68,60.94
0,2025-05-15T22:33:39.674Z,6119,25.72,62.45
1,2025-05-15T22:33:43.445Z,6119,26.66,60.91
0,2025-05-15T22:33:59.689Z,6120,25.72,62.36
1,2025-05-15T22:34:03.460Z,6120,26.68,60.94
0,2025-05-15T22:34:19.662Z,6121,25.70,62.21
1,2025-05-15T22:34:23.447Z,6121,26.66,60.97
0,2025-05-15T22:34:39.680Z,6122,25.72,62.6
1,2025-05-15T22:34:43.539Z,6122,26.66,60.91
0,2025-05-15T22:34:59.703Z,6123,25.70,62.6
1,2025-05-15T22:35:03.446Z,6123,26.68,60.91
0,2025-05-15T22:35:19.686Z,6124,25.72,61.97
1,2025-05-15T22:35:23.468Z,6124,26.68,60.91
0,2025-05-15T22:35:39.685Z,6125,25.70,62.3
1,2025-05-15T22:35:43.468Z,6125,26.68,60.88
0,2025-05-15T22:35:59.669Z,6126,25.70,61.70
1,2025-05-15T22:36:03.461Z,6126,26.68,60.85
0,2025-05-15T22:36:19.693Z,6127,25.70,61.97
1,2025-05-15T22:36:23.475Z,6127,26.68,60.91
0,2025-05-15T22:36:39.662Z,6128,25.70,61.94
1,2025-05-15T22:36:43.448Z,6128,26.66,60.88
0,2025-05-15T22:36:59.669Z,6129,25.69,61.76
1,2025-05-15T22:37:03.450Z,6129,26.68,60.91
0,2025-05-15T22:37:19.680Z,6130,25.69,61.70
1,2025-05-15T22:37:23.466Z,6130,26.66,60.85
0,2025-05-15T22:37:39.699Z,6131,25.69,61.91
1,2025-05-15T22:37:43.474Z,6131,26.66,60.88
0,2025-05-15T22:37:59.657Z,6132,25.69,61.82
1,2025-05-15T22:38:03.473Z,6132,26.66,60.88
0,2025-05-15T22:38:19.667Z,6133,25.69,61.58
1,2025-05-15T22:38:23.454Z,6133,26.69,60.85
0,2025-05-15T22:38:39.683Z,6134,25.69,61.82
1,2025-05-15T22:38:43.453Z,6134,26.69,60.85
0,2025-05-15T22:38:59.698Z,6135,25.69,61.76
1,2025-05-15T22:39:03.448Z,6135,26.68,60.82
0,2025-05-15T22:39:19.654Z,6136,25.69,61.67
1,2025-05-15T22:39:23.464Z,6136,26.68,60.79
0,2025-05-15T22:39:39.680Z,6137,25.70,61.70
1,2025-05-15T22:39:43.472Z,6137,26.69,60.79
0,2025-05-15T22:39:59.695Z,6138,25.72,61.73
1,2025-05-15T22:40:03.743Z,6138,26.68,60.79
0,2025-05-15T22:40:19.672Z,6139,25.69,61.88
1,2025-05-15T22:40:23.440Z,6139,26.69,60.79
0,2025-05-15T22:40:39.663Z,6140,25.69,61.97
1,2025-05-15T22:40:43.477Z,6140,26.69,60.76
0,2025-05-15T22:40:59.671Z,6141,25.69,62.33
1,2025-05-15T22:41:03.531Z,6141,26.68,60.76
0,2025-05-15T22:41:19.694Z,6142,25.72,62.21
1,2025-05-15T22:41:23.460Z,6142,26.68,60.79
0,2025-05-15T22:41:39.662Z,6143,25.70,62.6
1,2025-05-15T22:41:43.465Z,6143,26.69,60.79
0,2025-05-15T22:41:59.662Z,6144,25.70,62.0
1,2025-05-15T22:42:03.601Z,6144,26.69,60.76
0,2025-05-15T22:42:19.685Z,6145,25.69,61.94
1,2025-05-15T22:42:23.451Z,6145,26.69,60.79
0,2025-05-15T22:42:39.660Z,6146,25.69,62.0
1,2025-05-15T22:42:43.431Z,6146,26.69,60.73
0,2025-05-15T22:42:59.647Z,6147,25.72,62.0
1,2025-05-15T22:43:03.506Z,6147,26.68,60.73
0,2025-05-15T22:43:19.667Z,6148,25.69,61.79
1,2025-05-15T22:43:23.491Z,6148,26.69,60.79
0,2025-05-15T22:43:39.682Z,6149,25.69,62.6
1,2025-05-15T22:43:43.465Z,6149,26.69,60.73
0,2025-05-15T22:43:59.675Z,6150,25.72,62.12
1,2025-05-15T22:44:03.429Z,6150,26.69,60.73
0,2025-05-15T22:44:19.690Z,6151,25.69,61.97
1,2025-05-15T22:44:23.453Z,6151,26.70,60.76
0,2025-05-15T22:44:39.644Z,6152,25.69,62.0
1,2025-05-15T22:44:43.519Z,6152,26.69,60.79
0,2025-05-15T22:44:59.666Z,6153,25.69,62.3
1,2025-05-15T22:45:03.458Z,6153,26.69,60.82
0,2025-05-15T22:45:19.688Z,6154,25.72,61.91
1,2025-05-15T22:45:23.426Z,6154,26.70,60.85
0,2025-05-15T22:45:39.656Z,6155,25.70,61.94
1,2025-05-15T22:45:43.534Z,6155,26.69,60.88
0,2025-05-15T22:45:59.644Z,6156,25.70,62.0
1,2025-05-15T22:46:03.455Z,6156,26.72,60.91
0,2025-05-15T22:46:19.644Z,6157,25.72,61.94
1,2025-05-15T22:46:23.447Z,6157,26.70,60.88
0,2025-05-15T22:46:39.664Z,6158,25.72,61.94
1,2025-05-15T22:46:43.440Z,6158,26.70,60.85
0,2025-05-15T22:46:59.702Z,6159,25.70,61.82
1,2025-05-15T22:47:03.431Z,6159,26.70,60.85
0,2025-05-15T22:47:19.670Z,6160,25.69,62.9
1,2025-05-15T22:47:23.453Z,6160,26.72,60.82
0,2025-05-15T22:47:39.663Z,6161,25.68,62.33
1,2025-05-15T22:47:43.461Z,6161,26.72,60.82
0,2025-05-15T22:47:59.658Z,6162,25.69,62.6
1,2025-05-15T22:48:03.461Z,6162,26.72,60.91
0,2025-05-15T22:48:19.685Z,6163,25.69,62.3
1,2025-05-15T22:48:23.460Z,6163,26.73,60.85
0,2025-05-15T22:48:39.642Z,6164,25.69,61.97
1,2025-05-15T22:48:43.429Z,6164,26.72,60.82
0,2025-05-15T22:48:59.646Z,6165,25.69,61.82
1,2025-05-15T22:49:03.497Z,6165,26.72,60.79
0,2025-05-15T22:49:19.667Z,6166,25.69,61.97
1,2025-05-15T22:49:23.436Z,6166,26.72,60.73
0,2025-05-15T22:49:39.673Z,6167,25.68,62.0
1,2025-05-15T22:49:43.436Z,6167,26.73,60.67
0,2025-05-15T22:49:59.645Z,6168,25.69,61.97
1,2025-05-15T22:50:03.459Z,6168,26.73,60.61
0,2025-05-15T22:50:19.720Z,6169,25.69,61.70
1,2025-05-15T22:50:23.425Z,6169,26.73,60.61
0,2025-05-15T22:50:39.640Z,6170,25.69,61.67
1,2025-05-15T22:50:43.435Z,6170,26.72,60.58
0,2025-05-15T22:50:59.640Z,6171,25.69,61.85
1,2025-05-15T22:51:03.435Z,6171,26.73,60.55
0,2025-05-15T22:51:19.639Z,6172,25.69,61.88
1,2025-05-15T22:51:23.449Z,6172,26.73,60.55
0,2025-05-15T22:51:39.639Z,6173,25.69,61.88
1,2025-05-15T22:51:43.423Z,6173,26.73,60.52
0,2025-05-15T22:51:59.649Z,6174,25.69,61.85
1,2025-05-15T22:52:03.464Z,6174,26.73,60.52
0,2025-05-15T22:52:19.648Z,6175,25.70,61.85
1,2025-05-15T22:52:23.457Z,6175,26.72,60.49
0,2025-05-15T22:52:39.678Z,6176,25.72,61.64
1,2025-05-15T22:52:43.448Z,6176,26.72,60.46
0,2025-05-15T22:52:59.670Z,6177,25.70,61.40
1,2025-05-15T22:53:03.448Z,6177,26.72,60.49
0,2025-05-15T22:53:19.637Z,6178,25.69,62.27
1,2025-05-15T22:53:23.463Z,6178,26.72,60.49
0,2025-05-15T22:53:39.637Z,6179,25.70,62.12
1,2025-05-15T22:53:43.455Z,6179,26.70,60.49
0,2025-05-15T22:53:59.677Z,6180,25.70,62.0
1,2025-05-15T22:54:03.431Z,6180,26.73,60.49
0,2025-05-15T22:54:19.635Z,6181,25.72,61.91
1,2025-05-15T22:54:23.446Z,6181,26.72,60.49
0,2025-05-15T22:54:39.635Z,6182,25.72,61.97
1,2025-05-15T22:54:43.420Z,6182,26.73,60.49
0,2025-05-15T22:54:59.635Z,6183,25.72,61.94
1,2025-05-15T22:55:03.446Z,6183,26.72,60.46
0,2025-05-15T22:55:19.651Z,6184,25.72,61.91
1,2025-05-15T22:55:23.484Z,6184,26.73,60.46
0,2025-05-15T22:55:39.644Z,6185,25.70,62.3
1,2025-05-15T22:55:43.419Z,6185,26.73,60.46
0,2025-05-15T22:55:59.674Z,6186,25.70,61.94
1,2025-05-15T22:56:03.452Z,6186,26.73,60.49
0,2025-05-15T22:56:19.632Z,6187,25.72,61.76
1,2025-05-15T22:56:23.435Z,6187,26.73,60.46
0,2025-05-15T22:56:39.666Z,6188,25.72,61.61
1,2025-05-15T22:56:43.459Z,6188,26.73,60.46
0,2025-05-15T22:56:59.650Z,6189,25.72,61.58
1,2025-05-15T22:57:03.428Z,6189,26.73,60.49
0,2025-05-15T22:57:19.657Z,6190,25.72,61.70
1,2025-05-15T22:57:23.443Z,6190,26.72,60.43
0,2025-05-15T22:57:39.640Z,6191,25.72,61.64
1,2025-05-15T22:57:43.481Z,6191,26.73,60.40
0,2025-05-15T22:57:59.649Z,6192,25.72,61.76
1,2025-05-15T22:58:03.458Z,6192,26.73,60.43
0,2025-05-15T22:58:19.640Z,6193,25.72,61.85
1,2025-05-15T22:58:23.416Z,6193,26.73,60.43
0,2025-05-15T22:58:39.639Z,6194,25.73,61.79
1,2025-05-15T22:58:43.442Z,6194,26.73,60.37
0,2025-05-15T22:58:59.654Z,6195,25.72,61.76
1,2025-05-15T22:59:03.456Z,6195,26.75,60.40
0,2025-05-15T22:59:19.628Z,6196,25.72,61.70
1,2025-05-15T22:59:23.534Z,6196,26.75,60.46
0,2025-05-15T22:59:39.638Z,6197,25.72,61.73
1,2025-05-15T22:59:43.448Z,6197,26.73,60.58
0,2025-05-15T22:59:59.661Z,6198,25.70,61.70
1,2025-05-15T23:00:03.414Z,6198,26.76,60.55
0,2025-05-15T23:00:19.637Z,6199,25.70,61.79
1,2025-05-15T23:00:23.447Z,6199,26.76,60.52
0,2025-05-15T23:00:39.653Z,6200,25.72,61.70
1,2025-05-15T23:00:43.423Z,6200,26.76,60.67
0,2025-05-15T23:00:59.660Z,6201,25.73,61.31
1,2025-05-15T23:01:03.439Z,6201,26.75,60.79
0,2025-05-15T23:01:19.667Z,6202,25.70,61.34
1,2025-05-15T23:01:23.415Z,6202,26.76,60.67
0,2025-05-15T23:01:39.628Z,6203,25.70,61.70
1,2025-05-15T23:01:43.430Z,6203,26.75,60.70
0,2025-05-15T23:01:59.643Z,6204,25.72,61.82
1,2025-05-15T23:02:03.453Z,6204,26.75,60.85
0,2025-05-15T23:02:19.643Z,6205,25.70,61.94
1,2025-05-15T23:02:23.413Z,6205,26.73,60.97
0,2025-05-15T23:02:39.665Z,6206,25.70,62.9
1,2025-05-15T23:02:43.411Z,6206,26.75,60.97
0,2025-05-15T23:02:59.657Z,6207,25.72,62.21
1,2025-05-15T23:03:03.412Z,6207,26.75,60.97
0,2025-05-15T23:03:19.633Z,6208,25.72,62.18
1,2025-05-15T23:03:23.428Z,6208,26.73,60.94
0,2025-05-15T23:03:39.656Z,6209,25.70,62.6
1,2025-05-15T23:03:43.427Z,6209,26.75,60.91
0,2025-05-15T23:03:59.647Z,6210,25.72,62.3
1,2025-05-15T23:04:03.412Z,6210,26.73,60.94
0,2025-05-15T23:04:19.648Z,6211,25.70,62.0
1,2025-05-15T23:04:23.426Z,6211,26.76,60.88
0,2025-05-15T23:04:39.639Z,6212,25.72,61.97
1,2025-05-15T23:04:43.434Z,6212,26.73,60.91
0,2025-05-15T23:04:59.623Z,6213,25.73,61.88
1,2025-05-15T23:05:03.442Z,6213,26.75,60.88
0,2025-05-15T23:05:19.619Z,6214,25.70,62.0
1,2025-05-15T23:05:23.406Z,6214,26.75,60.97
0,2025-05-15T23:05:39.654Z,6215,25.72,61.97
1,2025-05-15T23:05:43.519Z,6215,26.75,60.94
0,2025-05-15T23:05:59.661Z,6216,25.72,61.88
1,2025-05-15T23:06:03.424Z,6216,26.75,60.91
0,2025-05-15T23:06:19.621Z,6217,25.72,61.88
1,2025-05-15T23:06:23.440Z,6217,26.76,60.91
0,2025-05-15T23:06:39.621Z,6218,25.73,61.85
1,2025-05-15T23:06:43.440Z,6218,26.75,60.88
0,2025-05-15T23:06:59.618Z,6219,25.72,61.85
1,2025-05-15T23:07:03.408Z,6219,26.73,60.88
0,2025-05-15T23:07:19.652Z,6220,25.72,61.85
1,2025-05-15T23:07:23.415Z,6220,26.73,60.91
0,2025-05-15T23:07:39.660Z,6221,25.72,61.88
1,2025-05-15T23:07:43.438Z,6221,26.75,60.91
0,2025-05-15T23:07:59.686Z,6222,25.73,61.91
1,2025-05-15T23:08:03.423Z,6222,26.75,60.85
0,2025-05-15T23:08:19.649Z,6223,25.72,61.85
1,2025-05-15T23:08:23.436Z,6223,26.76,60.82
0,2025-05-15T23:08:39.642Z,6224,25.73,61.79
1,2025-05-15T23:08:43.444Z,6224,26.75,60.82
0,2025-05-15T23:08:59.626Z,6225,25.72,61.91
1,2025-05-15T23:09:03.404Z,6225,26.76,60.82
0,2025-05-15T23:09:19.648Z,6226,25.73,61.88
1,2025-05-15T23:09:23.418Z,6226,26.76,60.79
0,2025-05-15T23:09:39.640Z,6227,25.73,61.85
1,2025-05-15T23:09:43.421Z,6227,26.73,60.88
0,2025-05-15T23:09:59.637Z,6228,25.73,62.0
1,2025-05-15T23:10:03.402Z,6228,26.76,60.85
0,2025-05-15T23:10:19.616Z,6229,25.73,62.9
1,2025-05-15T23:10:23.412Z,6229,26.76,60.85
0,2025-05-15T23:10:39.631Z,6230,25.66,62.90
1,2025-05-15T23:10:43.417Z,6230,26.75,60.82
0,2025-05-15T23:10:59.654Z,6231,25.66,62.60
1,2025-05-15T23:11:03.442Z,6231,26.76,60.82
0,2025-05-15T23:11:19.650Z,6232,25.68,62.12
1,2025-05-15T23:11:23.418Z,6232,26.76,60.85
0,2025-05-15T23:11:39.630Z,6233,25.68,61.79
1,2025-05-15T23:11:43.432Z,6233,26.75,60.94
0,2025-05-15T23:11:59.648Z,6234,25.69,62.15
1,2025-05-15T23:12:03.410Z,6234,26.75,60.97
0,2025-05-15T23:12:19.613Z,6235,25.68,62.6
1,2025-05-15T23:12:23.432Z,6235,26.73,61.1
0,2025-05-15T23:12:39.644Z,6236,25.68,61.94
1,2025-05-15T23:12:43.430Z,6236,26.73,61.4
0,2025-05-15T23:12:59.635Z,6237,25.69,62.27
1,2025-05-15T23:13:03.417Z,6237,26.75,60.97
0,2025-05-15T23:13:19.632Z,6238,25.68,62.36
1,2025-05-15T23:13:23.398Z,6238,26.75,60.97
0,2025-05-15T23:13:39.643Z,6239,25.68,62.90
1,2025-05-15T23:13:43.397Z,6239,26.75,60.94
0,2025-05-15T23:13:59.619Z,6240,25.69,62.60
1,2025-05-15T23:14:03.437Z,6240,26.73,60.97
